hardware alarms,cpu errors,low voltage,overheating alarm,fan degradaded,baseband processing fault,synchronization failure,low disk performace,tlpm,tlcm,number of PM,priority,other alarms,failure
0,0,1,0,0,0,0,0,170,162,2,3,0,0
2,0,0,0,0,0,0,0,27,156,4,4,0,1
0,0,2,1,0,0,0,0,349,78,1,1,0,1
1,0,3,4,3,1,0,0,269,213,1,3,0,4
2,0,0,0,0,0,0,0,86,80,3,4,0,1
1,0,1,1,1,0,0,0,117,190,1,2,0,1
0,0,0,4,2,0,0,0,37,227,4,4,0,1
3,0,1,4,3,2,0,0,44,57,1,3,0,5
0,0,2,0,0,0,0,0,54,156,2,3,0,0
1,0,1,0,0,0,0,1,71,240,4,4,0,1
2,0,2,0,0,0,1,0,43,46,1,1,0,1
1,1,2,2,2,0,2,0,64,113,3,4,0,2
0,0,2,2,2,0,0,0,24,69,1,2,1,1
2,0,1,1,1,1,0,0,219,46,1,3,0,2
0,0,1,3,3,2,1,0,65,162,1,1,0,3
1,0,1,1,0,0,0,0,59,44,1,2,0,1
0,0,1,2,2,2,0,0,57,30,1,2,0,3
0,0,3,1,1,0,0,0,47,186,2,3,0,1
2,0,0,2,1,0,0,0,19,226,4,4,0,1
0,0,2,0,0,0,0,0,138,115,1,1,4,2
2,0,3,3,3,0,0,0,179,82,1,1,0,3
1,0,1,0,0,1,0,0,39,165,3,3,0,1
0,0,1,2,1,0,0,0,102,169,3,4,0,1
0,0,4,0,0,0,0,0,27,135,2,4,0,1
1,0,0,1,0,0,0,0,12,220,4,4,0,0
1,0,4,1,1,0,0,0,105,193,2,3,0,2
1,0,2,0,0,0,0,0,57,217,3,3,0,1
1,0,3,2,2,0,0,0,178,31,1,1,0,2
1,0,1,2,2,0,0,0,104,108,3,4,0,1
0,0,0,1,1,0,0,0,80,62,3,3,0,0
0,0,3,0,0,0,0,0,47,86,1,2,0,1
1,0,1,0,0,0,0,0,211,58,1,1,0,0
2,0,4,2,2,0,0,0,251,88,1,1,0,3
0,0,1,2,1,0,0,0,337,67,1,2,0,1
1,0,1,0,0,2,0,0,44,128,3,4,0,2
1,1,2,1,1,0,0,0,91,138,3,3,0,1
2,0,2,1,1,2,0,0,141,164,2,3,0,4
1,0,2,0,0,0,0,0,129,138,1,2,0,1
1,1,0,2,1,0,0,0,95,146,2,3,0,1
1,0,1,0,0,0,0,0,44,53,1,2,0,0
0,0,3,0,0,0,0,0,151,54,1,2,0,1
2,2,1,3,3,0,0,0,163,217,2,3,0,3
2,0,4,2,2,0,0,0,60,101,1,1,0,3
0,0,0,1,1,0,0,0,102,187,3,4,0,0
1,0,1,0,0,0,0,0,20,284,3,2,0,0
1,0,1,0,0,0,0,2,121,9,1,2,0,1
1,0,1,0,0,0,0,0,13,256,4,4,0,0
0,0,0,0,0,0,0,0,161,247,2,2,0,0
1,0,1,1,1,0,0,0,100,159,2,3,0,1
0,0,1,1,1,0,0,0,156,204,2,3,0,0
0,0,0,1,1,1,0,2,75,54,2,2,0,1
0,0,3,4,3,2,1,0,205,193,1,2,0,4
0,0,0,0,0,0,0,0,76,127,3,3,0,0
0,0,3,2,1,0,0,0,25,13,2,3,0,1
3,0,1,2,2,0,0,0,136,91,1,2,1,3
1,0,0,5,3,0,0,0,68,195,3,3,0,2
2,0,0,0,0,1,0,0,118,44,1,2,0,2
1,0,1,0,0,0,0,0,68,60,3,2,0,0
1,0,2,1,0,0,0,0,53,55,4,4,0,1
1,0,1,2,2,0,0,0,340,55,1,1,0,1
1,0,1,0,0,2,0,0,42,207,3,4,0,2
1,0,0,0,0,1,0,0,15,62,1,1,3,2
1,0,1,0,0,0,0,0,73,243,4,4,0,0
1,0,3,3,3,2,0,0,54,81,2,2,2,5
0,0,1,1,1,0,0,0,176,258,2,3,0,0
1,0,3,1,1,0,0,0,122,200,1,2,0,1
3,0,1,1,0,2,0,0,331,129,1,1,0,4
0,0,4,3,3,0,0,0,32,131,1,1,1,3
1,0,1,0,0,0,0,0,205,93,1,1,0,0
1,1,2,2,2,1,0,0,84,49,1,2,3,4
2,0,3,0,0,1,0,0,259,147,1,1,0,3
0,0,0,1,1,0,0,0,35,263,3,2,0,0
1,0,0,1,1,0,0,0,31,231,3,4,0,0
0,0,1,1,1,0,0,0,80,200,3,3,0,0
0,0,2,0,0,0,0,0,355,37,1,2,0,0
1,0,2,3,3,0,0,0,195,70,1,1,0,2
0,0,3,0,0,0,0,1,39,192,2,1,0,1
1,0,2,1,1,0,1,0,103,119,3,4,0,1
3,0,1,1,1,0,0,0,38,73,1,2,0,2
0,0,1,0,0,0,0,0,62,104,2,3,0,0
0,1,1,0,0,0,0,0,129,50,1,3,0,0
1,0,1,1,1,1,0,0,170,120,2,3,0,2
0,0,1,1,1,0,0,0,97,139,3,3,0,0
2,0,1,2,2,0,0,0,115,120,2,3,0,2
1,0,3,2,1,1,0,0,88,68,1,2,0,3
0,0,4,1,1,0,0,0,41,86,1,2,0,1
0,0,2,2,1,0,1,0,117,118,3,4,0,1
0,0,2,0,0,0,0,0,62,165,4,4,0,0
0,0,2,1,0,0,0,0,160,105,1,2,0,1
2,0,0,3,3,0,0,0,43,38,1,2,0,2
0,0,1,0,0,0,0,0,148,178,2,4,0,0
0,0,4,1,0,0,0,1,112,155,2,2,2,2
0,0,2,0,0,0,0,0,134,148,1,3,0,0
0,0,2,0,0,0,0,0,224,189,1,2,0,0
0,0,1,1,1,0,0,0,26,65,1,3,0,0
2,1,2,2,2,1,0,0,145,155,1,2,0,3
0,0,2,4,3,0,0,0,89,13,1,1,3,3
2,0,1,4,3,0,0,0,169,55,1,1,0,3
0,0,2,0,0,0,0,0,124,233,2,2,0,0
1,0,1,1,1,0,0,0,304,82,1,2,0,1
1,0,1,1,1,0,0,0,125,82,2,2,0,1
1,0,3,0,0,0,0,0,228,27,1,2,0,1
2,0,3,0,0,0,0,1,137,129,2,3,0,2
1,0,1,0,0,0,0,0,215,74,1,1,0,0
0,0,2,0,0,0,0,0,98,64,1,3,2,1
0,0,0,1,1,0,0,0,11,82,2,3,0,0
0,0,1,1,1,0,0,0,217,94,1,2,2,1
1,0,4,3,3,0,0,0,73,98,1,2,1,3
0,0,0,2,2,0,0,0,273,11,1,1,0,0
3,0,0,0,0,2,0,0,169,154,1,1,1,3
0,0,1,2,2,0,0,0,59,168,2,2,0,1
2,0,1,0,0,0,0,0,49,160,2,2,0,1
0,0,1,0,0,0,0,1,191,117,1,1,0,0
1,0,1,3,2,0,0,0,99,205,3,2,0,2
1,0,0,0,0,0,0,0,266,45,1,2,0,0
0,0,1,3,3,1,0,0,101,56,2,3,0,2
2,0,1,1,1,0,0,0,33,201,2,3,0,1
3,0,4,4,2,0,0,0,99,65,1,3,3,5
1,0,2,1,1,0,0,0,51,62,1,1,1,1
2,0,1,0,0,1,0,0,138,84,1,2,0,2
1,0,2,4,2,0,0,0,187,67,1,2,4,4
0,1,1,2,2,0,0,0,42,189,2,3,0,1
1,0,4,2,1,2,0,0,271,33,1,2,0,4
2,0,1,2,1,2,0,0,44,215,2,2,0,4
0,0,0,2,1,0,0,2,82,112,3,4,0,1
1,0,2,2,2,0,0,0,46,229,3,3,0,2
0,0,2,1,0,2,0,0,44,118,2,4,0,3
1,0,0,4,2,0,0,0,249,129,1,1,0,2
0,0,1,0,0,0,0,0,15,142,2,3,0,0
2,0,1,2,2,1,0,0,187,190,1,2,0,3
1,0,3,1,1,0,0,0,110,46,1,2,0,1
1,0,4,5,3,0,0,0,31,121,1,1,0,3
0,0,0,0,0,0,0,0,53,192,4,4,0,0
0,0,3,3,3,0,0,0,163,141,1,1,0,2
1,0,2,1,1,0,0,0,14,221,3,4,0,1
1,0,1,4,3,0,2,0,86,203,2,2,0,3
1,0,2,0,0,0,0,0,76,177,3,4,1,1
0,0,3,0,0,2,0,0,222,69,1,1,0,3
1,0,1,1,1,0,1,0,14,199,2,1,0,1
2,0,2,3,3,0,0,0,67,228,3,2,0,3
0,0,1,0,0,0,0,0,149,141,2,3,0,0
1,0,2,0,0,0,0,0,146,149,2,3,0,1
1,0,0,2,2,0,0,0,135,156,1,2,0,1
1,0,2,3,3,0,0,0,142,170,1,3,0,2
0,0,2,2,2,0,0,0,60,64,2,2,0,1
0,0,3,5,3,0,0,0,51,149,1,1,0,3
1,0,3,2,1,2,0,0,33,68,1,1,0,4
0,0,3,4,3,0,0,0,342,32,1,2,0,2
1,0,0,0,0,0,0,0,113,175,3,4,0,0
1,0,2,0,0,0,0,0,103,30,1,2,3,2
2,0,3,0,0,0,0,0,135,136,2,3,0,2
2,1,0,2,2,0,0,0,232,91,1,1,0,2
0,0,1,1,1,0,0,0,98,161,3,4,0,0
0,1,0,1,1,0,2,0,50,135,3,4,0,1
1,0,1,0,0,0,0,0,234,19,1,1,3,1
3,0,1,4,3,0,0,0,246,122,1,2,0,3
0,0,0,1,1,0,0,0,14,240,4,4,0,0
1,0,1,0,0,0,0,0,12,226,3,2,0,0
3,0,2,1,1,2,2,0,113,82,1,1,0,5
2,0,1,1,1,0,0,0,65,91,2,3,0,1
1,1,2,3,2,2,1,0,320,170,1,1,3,5
0,0,2,3,2,1,1,0,129,38,1,1,0,3
0,0,2,2,2,2,0,1,138,77,1,3,0,3
0,0,1,0,0,0,0,0,41,317,4,4,0,0
1,0,1,1,1,0,0,0,139,33,1,1,0,1
1,0,1,1,0,0,0,0,98,130,3,4,0,1
1,0,1,0,0,0,0,0,32,146,2,3,0,0
2,0,0,0,0,0,0,0,17,140,2,4,0,1
0,0,1,0,0,0,0,0,291,60,1,2,4,1
0,1,0,2,2,0,0,0,333,118,1,2,3,2
0,0,2,3,3,0,0,0,158,93,2,3,0,2
1,0,4,0,0,0,0,0,205,152,1,2,0,1
2,0,1,0,0,0,0,0,200,73,1,2,1,1
0,0,1,2,2,0,0,0,153,184,2,1,0,1
0,0,3,1,1,0,0,0,26,257,3,4,1,1
2,0,2,0,0,0,0,0,47,158,2,2,0,1
2,0,1,0,0,0,0,1,336,45,1,1,0,1
1,0,1,0,0,0,0,0,118,195,3,4,0,0
0,0,1,3,3,1,0,0,279,41,1,2,1,3
1,0,1,2,2,0,0,0,348,175,1,1,0,1
0,1,2,1,1,0,0,0,355,21,1,2,0,1
0,0,4,3,3,0,0,0,25,54,2,3,0,2
0,0,1,1,1,0,0,0,113,125,3,3,0,0
1,0,1,3,3,0,0,0,138,77,1,3,0,2
2,0,0,1,1,0,0,0,129,113,2,2,0,1
1,0,2,2,2,0,0,0,23,122,3,4,0,2
2,0,2,3,2,0,0,0,39,219,3,3,0,2
0,0,2,1,0,0,0,0,350,263,1,2,1,1
1,0,0,0,0,0,0,0,77,120,4,4,0,0
2,0,4,0,0,0,0,0,39,46,1,1,0,2
0,0,3,0,0,0,0,0,118,152,3,2,0,1
0,0,2,1,1,2,0,0,146,163,2,3,0,3
1,0,1,0,0,0,0,0,60,203,4,4,0,0
0,0,3,0,0,2,0,0,225,34,1,2,0,3
1,0,2,1,1,0,0,0,119,88,1,2,0,1
2,0,2,3,3,0,0,1,123,79,1,3,0,3
1,0,0,0,0,0,0,0,64,164,3,4,0,0
0,0,1,3,3,0,0,0,304,65,1,2,0,1
0,0,0,1,1,0,0,0,36,90,2,3,0,0
0,0,0,3,2,2,0,1,100,43,2,3,0,3
1,0,1,2,1,0,0,0,55,178,3,3,0,1
1,0,3,1,1,0,0,0,43,219,3,4,0,1
0,0,3,4,3,0,0,0,65,96,2,1,0,2
2,0,1,1,1,0,0,0,68,126,4,4,0,1
1,0,1,4,2,0,0,0,143,153,1,1,0,2
1,0,0,2,1,0,0,0,156,90,1,2,0,1
1,0,1,0,0,0,0,0,17,220,4,4,0,0
1,0,1,0,0,0,0,0,44,198,2,3,0,0
1,0,1,1,1,0,0,0,58,118,3,4,0,1
1,0,0,1,1,0,0,0,50,231,3,3,2,1
0,0,1,1,1,0,0,0,79,66,3,3,0,0
0,0,1,3,2,0,0,0,106,144,2,2,0,1
2,0,0,1,1,0,0,0,169,94,2,2,0,1
2,0,2,0,0,0,0,1,299,21,1,2,0,1
3,0,2,1,1,0,0,0,144,122,1,2,0,2
2,0,2,2,2,0,0,0,52,100,1,2,0,2
0,0,2,2,1,2,0,1,136,241,2,3,0,3
1,0,2,1,1,0,0,0,38,100,3,4,0,1
1,0,2,0,0,0,0,0,298,82,1,3,0,1
1,0,1,0,0,2,0,0,350,100,1,1,0,2
2,0,1,2,2,0,0,0,157,148,1,2,0,2
1,0,2,1,1,1,0,0,212,149,1,2,3,3
0,0,2,1,0,0,0,0,27,152,3,2,0,1
1,0,4,2,1,0,0,0,263,76,1,2,1,2
2,0,0,0,0,0,0,1,53,131,1,2,0,1
0,0,0,0,0,0,0,0,119,145,2,3,2,0
1,0,2,0,0,1,0,0,13,145,3,2,0,2
1,0,3,2,2,1,0,0,15,167,3,4,0,3
1,1,2,1,1,1,0,0,216,90,1,2,0,2
0,0,0,0,0,0,0,1,51,243,3,4,0,0
3,0,2,0,0,0,0,0,192,93,1,1,0,2
2,0,2,0,0,2,2,0,58,171,2,3,0,4
0,0,1,4,3,0,0,0,11,62,1,1,0,2
2,0,2,1,1,0,0,0,110,57,1,2,0,2
1,0,0,0,0,0,0,0,29,150,3,4,0,0
0,0,1,1,1,0,0,0,152,189,2,3,0,0
3,0,4,2,2,0,0,0,286,58,1,2,1,4
2,0,1,2,1,0,0,0,89,84,1,1,0,2
0,0,1,3,2,0,0,0,164,189,2,4,0,1
1,0,0,3,3,1,0,0,26,158,2,3,0,2
1,0,1,0,0,0,0,0,51,134,1,1,0,0
0,0,1,0,0,0,0,1,69,117,3,2,0,0
0,0,3,3,3,0,0,0,59,195,3,3,0,2
0,0,0,2,2,0,0,0,19,205,1,1,0,0
1,0,3,1,0,1,0,0,116,108,1,1,0,2
1,0,2,3,3,1,0,0,55,90,2,3,0,3
1,0,1,3,3,2,2,0,103,154,3,4,0,4
1,0,1,0,0,0,0,0,171,68,1,2,0,0
3,0,2,1,1,0,0,0,103,176,1,1,0,2
0,0,2,1,0,0,0,0,270,72,1,2,1,1
1,0,2,0,0,0,0,0,37,127,1,3,0,1
2,0,2,1,1,0,0,0,27,181,3,3,0,2
2,1,1,3,3,0,0,0,99,206,3,4,0,2
1,0,2,2,2,0,0,0,25,183,3,3,0,2
2,0,1,1,1,0,0,0,175,155,2,3,0,1
0,0,3,3,2,0,0,0,35,189,1,1,0,2
2,0,2,0,0,0,0,0,151,114,2,3,0,1
0,0,3,0,0,0,0,0,11,180,3,4,0,1
1,0,2,3,2,0,0,0,97,160,2,2,0,2
2,0,4,1,1,0,0,0,93,182,2,2,0,2
0,0,1,0,0,0,0,1,63,173,4,4,0,0
0,0,0,1,1,0,0,0,108,180,3,3,0,0
0,0,1,1,1,0,0,0,118,88,2,3,0,0
1,0,0,1,1,0,0,0,307,63,1,1,0,0
1,1,3,2,1,0,0,0,154,29,1,2,0,2
1,0,2,2,1,1,0,0,129,51,1,2,0,2
0,0,4,1,1,0,0,0,124,225,2,3,0,1
0,0,1,1,1,0,0,0,63,167,3,4,0,0
1,0,3,0,0,0,0,0,124,158,2,2,0,1
1,0,2,1,1,0,0,0,85,194,1,2,1,1
1,0,1,2,2,1,0,0,237,44,1,3,0,2
0,0,4,0,0,0,0,0,145,107,2,3,0,1
0,0,2,0,0,0,0,0,154,127,2,3,0,0
2,0,3,0,0,1,0,0,79,129,1,2,0,3
1,0,4,2,1,0,0,0,18,144,2,2,0,2
0,0,1,3,3,0,1,0,74,225,4,4,0,1
1,0,2,3,2,0,0,0,99,215,2,3,0,2
2,0,0,1,1,0,0,0,69,242,2,2,0,1
1,0,1,1,1,0,0,0,298,67,1,1,0,1
2,0,1,2,1,0,0,0,98,115,1,1,0,2
1,0,0,2,2,0,0,0,284,62,1,1,1,1
0,0,1,0,0,0,0,0,23,220,4,4,0,0
2,0,3,1,1,0,0,0,41,118,2,3,0,2
2,1,2,1,1,1,0,0,19,196,2,3,0,3
0,0,3,1,1,0,0,0,160,74,2,3,1,1
1,0,1,3,3,0,0,0,85,153,2,3,0,2
1,0,2,2,1,0,0,0,100,58,1,1,0,1
0,0,3,3,3,0,0,0,198,46,1,2,0,2
0,0,1,2,2,0,0,0,184,58,1,2,0,1
1,0,1,1,1,0,0,0,98,107,1,1,2,1
1,0,1,4,2,0,0,0,85,224,2,3,0,2
1,0,2,1,1,0,0,0,22,152,3,4,0,1
0,0,0,4,2,0,0,1,99,130,3,4,0,1
1,0,2,0,0,0,0,0,25,112,1,1,0,1
0,0,1,3,2,0,0,0,102,105,2,3,1,1
0,0,3,1,1,0,0,0,356,44,1,1,0,1
0,0,3,1,1,1,0,0,112,205,1,1,0,2
1,0,2,0,0,0,0,0,124,75,1,1,0,1
1,0,1,1,1,0,0,0,265,72,1,2,1,1
2,2,1,3,2,0,0,0,84,123,2,1,0,2
0,0,0,2,2,0,0,0,117,69,1,2,0,0
2,0,3,0,0,0,0,0,70,131,1,1,0,2
1,0,1,1,0,0,0,0,23,226,3,3,2,1
0,0,1,3,3,1,2,0,115,171,3,4,0,3
1,0,2,1,1,0,0,0,24,38,2,3,0,1
2,0,1,1,1,0,0,0,234,39,1,1,0,1
2,0,3,4,3,0,0,0,264,55,1,2,0,3
0,0,2,1,1,0,0,0,137,45,1,1,2,1
0,0,1,0,0,0,0,0,59,283,4,4,0,0
1,0,2,3,2,2,0,0,344,105,1,2,0,4
1,0,2,1,0,0,0,0,88,186,2,1,0,1
1,0,3,1,1,0,0,0,11,122,2,3,0,1
0,0,2,1,0,0,0,0,285,101,1,2,0,1
3,0,0,1,1,0,0,0,87,52,1,3,0,1
0,0,3,4,2,0,0,0,52,71,1,2,0,2
1,0,2,1,1,0,1,0,69,141,3,3,0,1
0,0,0,2,2,0,0,0,45,107,2,4,0,0
0,0,1,2,1,0,0,0,86,43,1,2,0,1
1,0,2,4,3,1,0,0,228,142,1,1,0,3
1,0,3,2,1,0,0,0,71,110,1,2,0,2
2,0,1,2,2,0,0,0,161,113,2,3,1,2
1,0,1,1,1,0,0,1,37,199,3,2,0,1
2,0,1,1,1,0,0,0,87,161,3,4,0,1
2,0,3,1,0,1,0,0,55,242,2,3,1,3
0,0,1,2,2,0,0,0,203,242,1,1,2,1
0,0,3,2,1,0,0,0,257,73,1,3,0,1
1,0,4,0,0,0,0,0,92,208,2,3,1,2
1,0,3,0,0,0,0,0,108,93,2,3,0,1
0,0,3,3,2,1,0,2,106,41,1,3,0,3
1,0,2,1,1,0,0,0,140,166,2,2,1,1
0,0,1,2,1,0,0,0,152,135,1,1,0,1
1,0,0,3,3,0,0,0,26,86,1,1,0,1
0,0,0,0,0,0,0,0,52,199,4,4,0,0
1,0,0,2,1,0,0,0,282,88,1,2,0,1
1,0,0,3,3,0,0,0,119,117,3,3,0,1
0,0,0,0,0,0,0,0,28,195,2,3,0,0
2,0,1,1,1,0,0,0,70,101,3,4,1,2
1,0,3,2,1,0,0,0,145,152,1,3,0,2
0,0,2,2,2,0,0,0,19,92,1,2,0,1
0,0,2,0,0,0,0,0,105,139,2,3,0,0
0,0,2,2,1,0,0,0,71,111,1,2,0,1
0,0,1,0,0,0,0,0,71,251,4,4,0,0
1,0,4,3,2,0,0,0,103,190,2,3,0,3
0,0,0,2,2,0,0,0,106,61,1,1,2,1
0,0,0,3,3,2,0,0,72,55,1,3,0,3
1,0,0,1,1,0,0,0,56,251,3,4,0,0
1,0,1,1,1,0,0,0,43,188,3,4,0,1
0,0,1,0,0,0,0,0,64,97,2,3,0,0
2,0,3,1,1,0,0,1,93,167,3,3,0,2
0,0,1,0,0,0,0,2,52,89,3,4,0,0
3,0,0,4,2,0,0,0,99,89,1,3,0,3
2,0,0,0,0,0,0,0,119,222,2,2,0,1
0,2,1,3,2,1,2,0,58,208,3,4,0,3
0,0,1,0,0,0,0,0,119,133,3,4,0,0
1,0,0,1,1,0,0,0,80,165,2,2,0,0
0,0,2,1,1,0,0,0,11,198,3,2,1,1
1,0,4,1,1,0,0,0,97,133,2,3,0,2
1,0,2,1,1,0,0,1,142,217,1,1,0,1
0,0,1,0,0,0,0,0,65,225,4,4,0,0
1,0,1,2,2,0,0,0,73,178,3,2,0,1
2,0,0,1,1,0,0,0,140,135,2,3,0,1
1,0,2,3,2,0,0,0,86,88,1,2,0,2
1,0,1,2,1,0,0,0,167,204,2,2,0,1
0,0,2,1,1,0,0,0,26,9,4,4,0,1
2,0,0,1,1,0,0,0,33,202,3,4,0,1
0,0,2,3,3,0,0,0,55,159,2,2,0,2
1,0,1,0,0,0,0,0,74,154,3,4,0,0
2,0,2,1,0,1,0,0,237,83,1,1,0,2
0,0,4,0,0,0,0,0,129,80,2,2,0,1
0,0,1,0,0,0,0,0,99,155,1,2,0,0
1,0,4,0,0,0,0,0,303,38,1,3,0,1
3,0,2,0,0,0,0,0,133,163,1,2,0,2
3,0,0,3,3,0,0,0,104,110,1,2,0,2
2,0,1,4,3,0,0,0,140,125,2,3,0,3
0,0,0,2,2,1,0,0,98,206,1,2,4,3
0,0,0,1,1,0,0,0,110,159,2,3,1,0
1,0,0,2,1,0,0,0,33,164,2,3,0,1
0,0,1,0,0,0,0,0,52,22,1,2,0,0
0,0,0,0,0,0,0,0,171,103,2,3,0,0
1,0,1,0,0,0,0,0,59,209,4,4,0,0
0,0,2,1,1,0,0,0,91,180,3,3,0,1
0,0,3,3,3,0,0,0,331,133,1,2,1,2
0,0,1,1,1,1,0,0,91,122,2,2,0,1
2,0,1,4,3,0,0,0,282,11,1,1,0,3
2,0,1,3,2,0,0,0,91,126,3,4,0,2
0,0,2,0,0,0,1,0,48,152,3,4,0,0
2,0,4,1,1,0,0,0,107,144,2,3,0,2
1,0,2,3,3,0,0,0,162,194,2,4,0,2
2,0,2,2,1,0,0,2,207,84,1,1,0,2
0,0,2,2,1,0,0,0,42,77,2,2,0,1
0,0,3,0,0,0,0,0,30,156,1,1,0,1
3,0,2,2,2,0,0,0,25,131,1,1,0,3
0,0,2,0,0,0,0,0,218,23,1,2,0,0
0,0,1,0,0,0,0,0,107,165,3,3,0,0
2,0,1,1,1,0,0,0,113,78,3,4,0,1
1,0,1,1,1,0,0,0,52,219,3,4,0,1
2,0,1,3,3,0,0,0,25,141,3,2,0,2
0,0,1,1,1,0,0,0,111,121,3,4,0,0
2,0,1,1,1,0,0,0,83,85,4,4,0,1
2,0,3,0,0,1,0,0,106,85,3,3,0,3
1,1,3,1,1,0,0,0,109,90,2,3,0,2
0,0,1,0,0,0,0,0,100,233,3,4,0,0
0,0,1,0,0,0,0,0,52,102,2,3,0,0
1,0,4,2,2,0,0,0,12,67,1,1,0,2
2,0,1,0,0,1,2,0,86,93,2,1,0,2
1,0,0,0,0,0,0,0,53,126,2,3,0,0
2,0,1,4,3,0,0,0,127,263,2,3,0,3
0,0,4,1,1,0,0,0,58,222,2,2,0,1
0,0,1,0,0,0,0,0,151,196,2,2,0,0
0,0,1,1,1,0,0,0,112,218,2,3,0,0
1,0,1,1,1,0,0,0,50,116,2,3,0,1
1,0,1,0,0,0,0,0,66,233,3,4,0,0
1,0,4,2,2,0,0,1,153,170,2,3,0,3
0,0,2,1,0,0,0,0,52,120,2,3,3,2
2,0,2,3,2,0,0,1,176,137,1,2,4,4
2,0,2,4,3,2,0,0,178,125,2,2,0,5
0,0,1,0,0,0,0,0,91,132,2,3,2,1
1,0,1,3,2,0,0,0,63,155,2,3,0,2
2,0,1,0,0,0,2,0,244,104,1,2,0,1
0,0,4,2,2,0,0,2,199,54,1,2,0,2
0,0,0,1,1,0,0,0,69,58,2,1,0,0
1,2,4,3,2,0,0,0,53,19,2,3,0,3
2,0,1,0,0,0,0,0,303,158,1,1,0,1
0,0,0,2,2,0,0,0,146,65,2,2,0,0
1,0,1,1,1,0,0,1,32,202,3,4,0,1
1,0,0,1,1,0,0,0,105,91,3,4,0,0
1,0,2,0,0,0,0,0,102,184,2,3,0,1
1,2,2,2,2,0,0,0,63,30,4,4,0,2
0,0,1,1,0,0,0,0,56,78,3,3,0,0
1,0,0,0,0,2,0,1,56,183,2,4,0,2
2,0,0,3,3,0,0,0,343,42,1,1,0,2
2,0,1,2,2,0,2,0,91,133,2,3,0,2
0,0,1,0,0,1,0,0,78,234,2,2,2,1
1,0,1,2,2,0,1,0,58,175,2,2,0,1
1,0,1,1,1,0,0,0,70,232,4,4,0,1
1,0,0,2,2,0,0,0,41,84,2,4,0,1
1,0,1,0,0,0,0,0,113,78,2,2,0,0
0,0,1,0,0,0,0,0,71,150,2,3,0,0
1,0,1,0,0,0,0,0,158,161,2,3,0,0
1,0,1,0,0,0,0,0,16,194,3,3,0,0
0,0,2,1,1,2,0,0,125,78,1,2,0,3
2,0,2,1,1,0,0,0,211,37,1,1,2,2
1,0,1,0,0,0,0,0,16,186,3,3,0,0
0,0,2,0,0,0,0,0,84,242,3,3,0,0
1,0,1,1,0,0,1,0,124,30,1,2,0,1
0,0,1,2,1,0,0,0,236,59,1,1,0,1
3,0,3,1,1,0,0,0,359,122,1,1,2,3
1,0,4,1,1,0,0,0,124,232,2,3,0,2
1,0,4,1,1,0,0,0,139,89,1,3,0,2
1,0,0,1,1,0,0,0,37,142,4,4,0,0
0,0,2,1,1,2,0,0,351,68,1,2,1,3
1,0,1,1,1,0,0,0,52,89,2,3,0,1
1,0,1,0,0,0,0,0,41,106,2,3,0,0
0,0,1,0,0,0,0,0,78,129,2,3,0,0
1,0,4,2,2,0,0,0,83,133,2,4,2,3
1,0,4,0,0,0,0,0,176,32,1,2,0,1
2,0,1,0,0,2,2,0,152,154,2,3,0,3
1,0,0,0,0,0,0,0,27,267,3,4,0,0
1,0,2,0,0,0,0,0,126,79,2,4,0,1
0,0,1,3,3,0,0,0,165,218,2,1,0,1
1,0,2,1,1,0,0,0,121,69,1,2,0,1
3,0,2,0,0,0,0,0,273,67,1,2,0,2
1,0,1,1,0,2,1,0,328,181,1,2,2,4
1,0,0,3,3,0,0,0,91,90,3,2,0,1
1,0,1,1,1,1,0,2,116,223,3,4,0,2
3,0,2,2,1,0,0,0,10,134,1,3,0,2
0,0,2,4,3,1,0,0,19,18,1,3,1,3
1,0,4,0,0,0,0,0,144,150,2,3,0,1
1,0,4,1,1,0,0,0,255,158,1,1,0,2
2,0,4,2,2,0,0,0,14,149,1,2,2,3
1,0,2,1,0,0,0,0,219,51,1,2,0,1
1,0,1,4,3,0,0,0,221,40,1,2,0,2
1,0,3,0,0,0,0,0,56,146,2,3,0,1
0,0,0,4,3,0,0,0,52,94,1,2,1,2
0,0,2,1,1,0,0,0,243,50,1,3,1,1
3,0,1,1,1,0,0,0,253,37,1,2,0,2
0,1,1,3,3,0,0,0,275,35,1,1,2,2
3,0,4,1,0,2,0,0,279,253,1,2,0,5
2,0,1,3,2,0,0,0,313,68,1,1,0,2
0,0,0,1,0,0,1,0,16,231,4,4,0,0
0,0,1,1,0,2,0,0,94,272,3,4,0,2
3,0,2,1,1,0,0,0,234,132,1,3,0,2
0,0,0,4,2,0,0,0,96,130,3,4,0,1
0,0,2,1,1,0,0,0,202,130,1,2,0,1
1,0,1,0,0,1,0,0,87,165,3,4,0,1
0,0,2,3,3,0,0,0,223,61,1,2,1,2
0,0,1,1,1,1,0,0,120,192,2,3,0,1
0,0,1,2,1,1,0,0,121,74,1,2,0,2
2,0,3,1,0,0,1,0,108,64,1,2,0,2
0,0,2,2,1,0,0,0,48,117,2,3,0,1
2,0,3,0,0,0,0,0,334,64,1,2,0,2
2,0,0,3,3,1,0,0,250,28,1,3,0,3
0,0,1,1,0,0,0,0,53,162,4,4,0,0
1,0,1,0,0,0,0,0,112,153,3,4,0,0
1,0,2,2,2,0,0,0,154,155,1,1,0,2
1,0,3,2,1,0,0,1,105,76,1,1,0,2
1,0,0,3,2,0,0,0,169,131,2,3,0,1
